setting,model,testset,metric,label,value
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,CLAIM,0.266667
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,DEFINE,0.470588
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,METHOD,0.357143
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,RESULT,0.352941
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,LIMITATION,0.526316
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,NEXT_STEP,0.700000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,locked_fresh_adjudicated,per_role_f1,EXAMPLE,0.545455
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,fine_8_accuracy,ALL,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,coarse_5_accuracy,ALL,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,coarse_4_accuracy,ALL,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,coarse_3_accuracy,ALL,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,BACKGROUND,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,CLAIM,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,DEFINE,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,METHOD,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,RESULT,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,LIMITATION,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,NEXT_STEP,1.000000
old_plus_expanded_train_dev,simple_centroid_tfidf_like,expanded_test_v2,per_role_f1,EXAMPLE,1.000000
