problem_index,family,corruption_type,is_correct,verdict,caught,difference_multiple_of_M
60,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
61,factorial,correct,1,NOT_RULED_OUT,,1
61,factorial,random_offset,0,RULED_OUT_WRONG,1,0
61,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
61,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
61,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
61,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
61,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
62,fibonacci,correct,1,NOT_RULED_OUT,,1
62,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
62,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
62,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
62,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
62,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
62,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
63,bigsum,correct,1,NOT_RULED_OUT,,1
63,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
63,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
63,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
63,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
63,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
63,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
64,bigprod,correct,1,NOT_RULED_OUT,,1
64,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
64,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
64,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
64,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
64,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
64,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
65,power,correct,1,NOT_RULED_OUT,,1
65,power,random_offset,0,RULED_OUT_WRONG,1,0
65,power,digit_transpose,0,RULED_OUT_WRONG,1,0
65,power,off_by_power10,0,RULED_OUT_WRONG,1,0
65,power,sign_flip,0,RULED_OUT_WRONG,1,0
65,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
65,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
66,factorial,correct,1,NOT_RULED_OUT,,1
66,factorial,random_offset,0,RULED_OUT_WRONG,1,0
66,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
66,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
66,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
66,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
66,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
67,fibonacci,correct,1,NOT_RULED_OUT,,1
67,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
67,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
67,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
67,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
67,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
67,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
68,bigsum,correct,1,NOT_RULED_OUT,,1
68,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
68,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
68,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
68,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
68,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
68,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
69,bigprod,correct,1,NOT_RULED_OUT,,1
69,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
69,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
69,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
69,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
69,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
69,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
70,power,correct,1,NOT_RULED_OUT,,1
70,power,random_offset,0,RULED_OUT_WRONG,1,0
70,power,digit_transpose,0,RULED_OUT_WRONG,1,0
70,power,off_by_power10,0,RULED_OUT_WRONG,1,0
70,power,sign_flip,0,RULED_OUT_WRONG,1,0
70,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
70,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
71,factorial,correct,1,NOT_RULED_OUT,,1
71,factorial,random_offset,0,RULED_OUT_WRONG,1,0
71,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
71,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
71,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
71,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
71,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
72,fibonacci,correct,1,NOT_RULED_OUT,,1
72,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
72,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
72,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
72,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
72,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
72,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
73,bigsum,correct,1,NOT_RULED_OUT,,1
73,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
73,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
73,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
73,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
73,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
73,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
74,bigprod,correct,1,NOT_RULED_OUT,,1
74,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
74,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
74,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
74,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
74,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
74,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
75,power,correct,1,NOT_RULED_OUT,,1
75,power,random_offset,0,RULED_OUT_WRONG,1,0
75,power,digit_transpose,0,RULED_OUT_WRONG,1,0
75,power,off_by_power10,0,RULED_OUT_WRONG,1,0
75,power,sign_flip,0,RULED_OUT_WRONG,1,0
75,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
75,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
76,factorial,correct,1,NOT_RULED_OUT,,1
76,factorial,random_offset,0,RULED_OUT_WRONG,1,0
76,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
76,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
76,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
76,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
76,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
77,fibonacci,correct,1,NOT_RULED_OUT,,1
77,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
77,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
77,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
77,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
77,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
77,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
78,bigsum,correct,1,NOT_RULED_OUT,,1
78,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
78,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
78,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
78,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
78,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
78,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
79,bigprod,correct,1,NOT_RULED_OUT,,1
79,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
79,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
79,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
79,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
79,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
79,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
80,power,correct,1,NOT_RULED_OUT,,1
80,power,random_offset,0,RULED_OUT_WRONG,1,0
80,power,digit_transpose,0,RULED_OUT_WRONG,1,0
80,power,off_by_power10,0,RULED_OUT_WRONG,1,0
80,power,sign_flip,0,RULED_OUT_WRONG,1,0
80,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
80,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
81,factorial,correct,1,NOT_RULED_OUT,,1
81,factorial,random_offset,0,RULED_OUT_WRONG,1,0
81,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
81,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
81,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
81,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
81,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
82,fibonacci,correct,1,NOT_RULED_OUT,,1
82,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
82,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
82,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
82,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
82,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
82,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
83,bigsum,correct,1,NOT_RULED_OUT,,1
83,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
83,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
83,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
83,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
83,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
83,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
84,bigprod,correct,1,NOT_RULED_OUT,,1
84,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
84,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
84,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
84,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
84,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
84,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
85,power,correct,1,NOT_RULED_OUT,,1
85,power,random_offset,0,RULED_OUT_WRONG,1,0
85,power,digit_transpose,0,RULED_OUT_WRONG,1,0
85,power,off_by_power10,0,RULED_OUT_WRONG,1,0
85,power,sign_flip,0,RULED_OUT_WRONG,1,0
85,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
85,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
86,factorial,correct,1,NOT_RULED_OUT,,1
86,factorial,random_offset,0,RULED_OUT_WRONG,1,0
86,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
86,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
86,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
86,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
86,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
87,fibonacci,correct,1,NOT_RULED_OUT,,1
87,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
87,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
87,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
87,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
87,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
87,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
88,bigsum,correct,1,NOT_RULED_OUT,,1
88,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
88,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
88,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
88,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
88,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
88,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
89,bigprod,correct,1,NOT_RULED_OUT,,1
89,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
89,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
89,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
89,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
89,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
89,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
90,power,correct,1,NOT_RULED_OUT,,1
90,power,random_offset,0,RULED_OUT_WRONG,1,0
90,power,digit_transpose,0,RULED_OUT_WRONG,1,0
90,power,off_by_power10,0,RULED_OUT_WRONG,1,0
90,power,sign_flip,0,RULED_OUT_WRONG,1,0
90,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
90,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
91,factorial,correct,1,NOT_RULED_OUT,,1
91,factorial,random_offset,0,RULED_OUT_WRONG,1,0
91,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
91,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
91,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
91,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
91,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
92,fibonacci,correct,1,NOT_RULED_OUT,,1
92,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
92,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
92,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
92,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
92,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
92,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
93,bigsum,correct,1,NOT_RULED_OUT,,1
93,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
93,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
93,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
93,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
93,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
93,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
94,bigprod,correct,1,NOT_RULED_OUT,,1
94,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
94,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
94,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
94,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
94,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
94,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
95,power,correct,1,NOT_RULED_OUT,,1
95,power,random_offset,0,RULED_OUT_WRONG,1,0
95,power,digit_transpose,0,RULED_OUT_WRONG,1,0
95,power,off_by_power10,0,RULED_OUT_WRONG,1,0
95,power,sign_flip,0,RULED_OUT_WRONG,1,0
95,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
95,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
96,factorial,correct,1,NOT_RULED_OUT,,1
96,factorial,random_offset,0,RULED_OUT_WRONG,1,0
96,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
96,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
96,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
96,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
96,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
97,fibonacci,correct,1,NOT_RULED_OUT,,1
97,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
97,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
97,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
97,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
97,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
97,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
98,bigsum,correct,1,NOT_RULED_OUT,,1
98,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
98,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
98,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
98,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
98,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
98,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
99,bigprod,correct,1,NOT_RULED_OUT,,1
99,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
99,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
99,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
99,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
99,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
99,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
100,power,correct,1,NOT_RULED_OUT,,1
100,power,random_offset,0,RULED_OUT_WRONG,1,0
100,power,digit_transpose,0,RULED_OUT_WRONG,1,0
100,power,off_by_power10,0,RULED_OUT_WRONG,1,0
100,power,sign_flip,0,RULED_OUT_WRONG,1,0
100,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
100,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
101,factorial,correct,1,NOT_RULED_OUT,,1
101,factorial,random_offset,0,RULED_OUT_WRONG,1,0
101,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
101,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
101,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
101,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
101,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
102,fibonacci,correct,1,NOT_RULED_OUT,,1
102,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
102,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
102,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
102,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
102,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
102,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
103,bigsum,correct,1,NOT_RULED_OUT,,1
103,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
103,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
103,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
103,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
103,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
103,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
104,bigprod,correct,1,NOT_RULED_OUT,,1
104,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
104,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
104,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
104,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
104,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
104,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
105,power,correct,1,NOT_RULED_OUT,,1
105,power,random_offset,0,RULED_OUT_WRONG,1,0
105,power,digit_transpose,0,RULED_OUT_WRONG,1,0
105,power,off_by_power10,0,RULED_OUT_WRONG,1,0
105,power,sign_flip,0,RULED_OUT_WRONG,1,0
105,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
105,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
106,factorial,correct,1,NOT_RULED_OUT,,1
106,factorial,random_offset,0,RULED_OUT_WRONG,1,0
106,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
106,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
106,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
106,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
106,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
107,fibonacci,correct,1,NOT_RULED_OUT,,1
107,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
107,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
107,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
107,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
107,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
107,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
108,bigsum,correct,1,NOT_RULED_OUT,,1
108,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
108,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
108,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
108,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
108,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
108,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
109,bigprod,correct,1,NOT_RULED_OUT,,1
109,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
109,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
109,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
109,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
109,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
109,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
110,power,correct,1,NOT_RULED_OUT,,1
110,power,random_offset,0,RULED_OUT_WRONG,1,0
110,power,digit_transpose,0,RULED_OUT_WRONG,1,0
110,power,off_by_power10,0,RULED_OUT_WRONG,1,0
110,power,sign_flip,0,RULED_OUT_WRONG,1,0
110,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
110,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
111,factorial,correct,1,NOT_RULED_OUT,,1
111,factorial,random_offset,0,RULED_OUT_WRONG,1,0
111,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
111,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
111,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
111,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
111,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
112,fibonacci,correct,1,NOT_RULED_OUT,,1
112,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
112,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
112,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
112,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
112,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
112,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
113,bigsum,correct,1,NOT_RULED_OUT,,1
113,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
113,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
113,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
113,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
113,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
113,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
114,bigprod,correct,1,NOT_RULED_OUT,,1
114,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
114,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
114,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
114,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
114,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
114,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
115,power,correct,1,NOT_RULED_OUT,,1
115,power,random_offset,0,RULED_OUT_WRONG,1,0
115,power,digit_transpose,0,RULED_OUT_WRONG,1,0
115,power,off_by_power10,0,RULED_OUT_WRONG,1,0
115,power,sign_flip,0,RULED_OUT_WRONG,1,0
115,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
115,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
116,factorial,correct,1,NOT_RULED_OUT,,1
116,factorial,random_offset,0,RULED_OUT_WRONG,1,0
116,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
116,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
116,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
116,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
116,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
117,fibonacci,correct,1,NOT_RULED_OUT,,1
117,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
117,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
117,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
117,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
117,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
117,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
118,bigsum,correct,1,NOT_RULED_OUT,,1
118,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
118,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
118,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
118,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
118,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
118,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
119,bigprod,correct,1,NOT_RULED_OUT,,1
119,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
119,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
119,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
119,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
119,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
119,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
120,power,correct,1,NOT_RULED_OUT,,1
120,power,random_offset,0,RULED_OUT_WRONG,1,0
120,power,digit_transpose,0,RULED_OUT_WRONG,1,0
120,power,off_by_power10,0,RULED_OUT_WRONG,1,0
120,power,sign_flip,0,RULED_OUT_WRONG,1,0
120,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
120,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
121,factorial,correct,1,NOT_RULED_OUT,,1
121,factorial,random_offset,0,RULED_OUT_WRONG,1,0
121,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
121,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
121,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
121,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
121,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
122,fibonacci,correct,1,NOT_RULED_OUT,,1
122,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
122,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
122,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
