problem_index,family,corruption_type,is_correct,verdict,caught,difference_multiple_of_M
122,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
122,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
122,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
123,bigsum,correct,1,NOT_RULED_OUT,,1
123,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
123,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
123,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
123,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
123,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
123,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
124,bigprod,correct,1,NOT_RULED_OUT,,1
124,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
124,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
124,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
124,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
124,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
124,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
125,power,correct,1,NOT_RULED_OUT,,1
125,power,random_offset,0,RULED_OUT_WRONG,1,0
125,power,digit_transpose,0,RULED_OUT_WRONG,1,0
125,power,off_by_power10,0,RULED_OUT_WRONG,1,0
125,power,sign_flip,0,RULED_OUT_WRONG,1,0
125,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
125,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
126,factorial,correct,1,NOT_RULED_OUT,,1
126,factorial,random_offset,0,RULED_OUT_WRONG,1,0
126,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
126,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
126,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
126,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
126,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
127,fibonacci,correct,1,NOT_RULED_OUT,,1
127,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
127,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
127,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
127,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
127,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
127,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
128,bigsum,correct,1,NOT_RULED_OUT,,1
128,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
128,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
128,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
128,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
128,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
128,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
129,bigprod,correct,1,NOT_RULED_OUT,,1
129,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
129,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
129,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
129,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
129,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
129,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
130,power,correct,1,NOT_RULED_OUT,,1
130,power,random_offset,0,RULED_OUT_WRONG,1,0
130,power,digit_transpose,0,RULED_OUT_WRONG,1,0
130,power,off_by_power10,0,RULED_OUT_WRONG,1,0
130,power,sign_flip,0,RULED_OUT_WRONG,1,0
130,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
130,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
131,factorial,correct,1,NOT_RULED_OUT,,1
131,factorial,random_offset,0,RULED_OUT_WRONG,1,0
131,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
131,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
131,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
131,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
131,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
132,fibonacci,correct,1,NOT_RULED_OUT,,1
132,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
132,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
132,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
132,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
132,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
132,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
133,bigsum,correct,1,NOT_RULED_OUT,,1
133,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
133,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
133,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
133,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
133,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
133,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
134,bigprod,correct,1,NOT_RULED_OUT,,1
134,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
134,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
134,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
134,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
134,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
134,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
135,power,correct,1,NOT_RULED_OUT,,1
135,power,random_offset,0,RULED_OUT_WRONG,1,0
135,power,digit_transpose,0,RULED_OUT_WRONG,1,0
135,power,off_by_power10,0,RULED_OUT_WRONG,1,0
135,power,sign_flip,0,RULED_OUT_WRONG,1,0
135,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
135,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
136,factorial,correct,1,NOT_RULED_OUT,,1
136,factorial,random_offset,0,RULED_OUT_WRONG,1,0
136,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
136,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
136,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
136,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
136,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
137,fibonacci,correct,1,NOT_RULED_OUT,,1
137,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
137,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
137,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
137,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
137,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
137,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
138,bigsum,correct,1,NOT_RULED_OUT,,1
138,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
138,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
138,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
138,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
138,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
138,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
139,bigprod,correct,1,NOT_RULED_OUT,,1
139,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
139,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
139,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
139,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
139,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
139,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
140,power,correct,1,NOT_RULED_OUT,,1
140,power,random_offset,0,RULED_OUT_WRONG,1,0
140,power,digit_transpose,0,RULED_OUT_WRONG,1,0
140,power,off_by_power10,0,RULED_OUT_WRONG,1,0
140,power,sign_flip,0,RULED_OUT_WRONG,1,0
140,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
140,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
141,factorial,correct,1,NOT_RULED_OUT,,1
141,factorial,random_offset,0,RULED_OUT_WRONG,1,0
141,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
141,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
141,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
141,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
141,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
142,fibonacci,correct,1,NOT_RULED_OUT,,1
142,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
142,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
142,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
142,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
142,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
142,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
143,bigsum,correct,1,NOT_RULED_OUT,,1
143,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
143,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
143,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
143,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
143,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
143,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
144,bigprod,correct,1,NOT_RULED_OUT,,1
144,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
144,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
144,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
144,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
144,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
144,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
145,power,correct,1,NOT_RULED_OUT,,1
145,power,random_offset,0,RULED_OUT_WRONG,1,0
145,power,digit_transpose,0,RULED_OUT_WRONG,1,0
145,power,off_by_power10,0,RULED_OUT_WRONG,1,0
145,power,sign_flip,0,RULED_OUT_WRONG,1,0
145,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
145,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
146,factorial,correct,1,NOT_RULED_OUT,,1
146,factorial,random_offset,0,RULED_OUT_WRONG,1,0
146,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
146,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
146,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
146,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
146,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
147,fibonacci,correct,1,NOT_RULED_OUT,,1
147,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
147,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
147,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
147,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
147,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
147,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
148,bigsum,correct,1,NOT_RULED_OUT,,1
148,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
148,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
148,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
148,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
148,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
148,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
149,bigprod,correct,1,NOT_RULED_OUT,,1
149,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
149,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
149,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
149,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
149,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
149,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
150,power,correct,1,NOT_RULED_OUT,,1
150,power,random_offset,0,RULED_OUT_WRONG,1,0
150,power,digit_transpose,0,RULED_OUT_WRONG,1,0
150,power,off_by_power10,0,RULED_OUT_WRONG,1,0
150,power,sign_flip,0,RULED_OUT_WRONG,1,0
150,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
150,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
151,factorial,correct,1,NOT_RULED_OUT,,1
151,factorial,random_offset,0,RULED_OUT_WRONG,1,0
151,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
151,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
151,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
151,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
151,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
152,fibonacci,correct,1,NOT_RULED_OUT,,1
152,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
152,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
152,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
152,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
152,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
152,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
153,bigsum,correct,1,NOT_RULED_OUT,,1
153,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
153,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
153,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
153,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
153,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
153,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
154,bigprod,correct,1,NOT_RULED_OUT,,1
154,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
154,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
154,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
154,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
154,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
154,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
155,power,correct,1,NOT_RULED_OUT,,1
155,power,random_offset,0,RULED_OUT_WRONG,1,0
155,power,digit_transpose,0,RULED_OUT_WRONG,1,0
155,power,off_by_power10,0,RULED_OUT_WRONG,1,0
155,power,sign_flip,0,RULED_OUT_WRONG,1,0
155,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
155,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
156,factorial,correct,1,NOT_RULED_OUT,,1
156,factorial,random_offset,0,RULED_OUT_WRONG,1,0
156,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
156,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
156,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
156,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
156,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
157,fibonacci,correct,1,NOT_RULED_OUT,,1
157,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
157,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
157,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
157,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
157,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
157,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
158,bigsum,correct,1,NOT_RULED_OUT,,1
158,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
158,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
158,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
158,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
158,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
158,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
159,bigprod,correct,1,NOT_RULED_OUT,,1
159,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
159,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
159,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
159,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
159,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
159,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
160,power,correct,1,NOT_RULED_OUT,,1
160,power,random_offset,0,RULED_OUT_WRONG,1,0
160,power,digit_transpose,0,RULED_OUT_WRONG,1,0
160,power,off_by_power10,0,RULED_OUT_WRONG,1,0
160,power,sign_flip,0,RULED_OUT_WRONG,1,0
160,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
160,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
161,factorial,correct,1,NOT_RULED_OUT,,1
161,factorial,random_offset,0,RULED_OUT_WRONG,1,0
161,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
161,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
161,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
161,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
161,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
162,fibonacci,correct,1,NOT_RULED_OUT,,1
162,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
162,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
162,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
162,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
162,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
162,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
163,bigsum,correct,1,NOT_RULED_OUT,,1
163,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
163,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
163,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
163,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
163,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
163,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
164,bigprod,correct,1,NOT_RULED_OUT,,1
164,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
164,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
164,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
164,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
164,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
164,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
165,power,correct,1,NOT_RULED_OUT,,1
165,power,random_offset,0,RULED_OUT_WRONG,1,0
165,power,digit_transpose,0,RULED_OUT_WRONG,1,0
165,power,off_by_power10,0,RULED_OUT_WRONG,1,0
165,power,sign_flip,0,RULED_OUT_WRONG,1,0
165,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
165,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
166,factorial,correct,1,NOT_RULED_OUT,,1
166,factorial,random_offset,0,RULED_OUT_WRONG,1,0
166,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
166,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
166,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
166,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
166,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
167,fibonacci,correct,1,NOT_RULED_OUT,,1
167,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
167,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
167,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
167,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
167,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
167,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
168,bigsum,correct,1,NOT_RULED_OUT,,1
168,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
168,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
168,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
168,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
168,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
168,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
169,bigprod,correct,1,NOT_RULED_OUT,,1
169,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
169,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
169,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
169,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
169,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
169,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
170,power,correct,1,NOT_RULED_OUT,,1
170,power,random_offset,0,RULED_OUT_WRONG,1,0
170,power,digit_transpose,0,RULED_OUT_WRONG,1,0
170,power,off_by_power10,0,RULED_OUT_WRONG,1,0
170,power,sign_flip,0,RULED_OUT_WRONG,1,0
170,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
170,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
171,factorial,correct,1,NOT_RULED_OUT,,1
171,factorial,random_offset,0,RULED_OUT_WRONG,1,0
171,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
171,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
171,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
171,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
171,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
172,fibonacci,correct,1,NOT_RULED_OUT,,1
172,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
172,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
172,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
172,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
172,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
172,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
173,bigsum,correct,1,NOT_RULED_OUT,,1
173,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
173,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
173,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
173,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
173,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
173,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
174,bigprod,correct,1,NOT_RULED_OUT,,1
174,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
174,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
174,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
174,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
174,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
174,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
175,power,correct,1,NOT_RULED_OUT,,1
175,power,random_offset,0,RULED_OUT_WRONG,1,0
175,power,digit_transpose,0,RULED_OUT_WRONG,1,0
175,power,off_by_power10,0,RULED_OUT_WRONG,1,0
175,power,sign_flip,0,RULED_OUT_WRONG,1,0
175,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
175,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
176,factorial,correct,1,NOT_RULED_OUT,,1
176,factorial,random_offset,0,RULED_OUT_WRONG,1,0
176,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
176,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
176,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
176,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
176,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
177,fibonacci,correct,1,NOT_RULED_OUT,,1
177,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
177,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
177,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
177,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
177,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
177,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
178,bigsum,correct,1,NOT_RULED_OUT,,1
178,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
178,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
178,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
178,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
178,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
178,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
179,bigprod,correct,1,NOT_RULED_OUT,,1
179,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
179,bigprod,digit_transpose,0,RULED_OUT_WRONG,1,0
179,bigprod,off_by_power10,0,RULED_OUT_WRONG,1,0
179,bigprod,sign_flip,0,RULED_OUT_WRONG,1,0
179,bigprod,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
179,bigprod,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
180,power,correct,1,NOT_RULED_OUT,,1
180,power,random_offset,0,RULED_OUT_WRONG,1,0
180,power,digit_transpose,0,RULED_OUT_WRONG,1,0
180,power,off_by_power10,0,RULED_OUT_WRONG,1,0
180,power,sign_flip,0,RULED_OUT_WRONG,1,0
180,power,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
180,power,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
181,factorial,correct,1,NOT_RULED_OUT,,1
181,factorial,random_offset,0,RULED_OUT_WRONG,1,0
181,factorial,digit_transpose,0,RULED_OUT_WRONG,1,0
181,factorial,off_by_power10,0,RULED_OUT_WRONG,1,0
181,factorial,sign_flip,0,RULED_OUT_WRONG,1,0
181,factorial,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
181,factorial,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
182,fibonacci,correct,1,NOT_RULED_OUT,,1
182,fibonacci,random_offset,0,RULED_OUT_WRONG,1,0
182,fibonacci,digit_transpose,0,RULED_OUT_WRONG,1,0
182,fibonacci,off_by_power10,0,RULED_OUT_WRONG,1,0
182,fibonacci,sign_flip,0,RULED_OUT_WRONG,1,0
182,fibonacci,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
182,fibonacci,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
183,bigsum,correct,1,NOT_RULED_OUT,,1
183,bigsum,random_offset,0,RULED_OUT_WRONG,1,0
183,bigsum,digit_transpose,0,RULED_OUT_WRONG,1,0
183,bigsum,off_by_power10,0,RULED_OUT_WRONG,1,0
183,bigsum,sign_flip,0,RULED_OUT_WRONG,1,0
183,bigsum,off_by_multiple_of_9,0,RULED_OUT_WRONG,1,0
183,bigsum,off_by_combined_modulus,0,NOT_RULED_OUT,0,1
184,bigprod,correct,1,NOT_RULED_OUT,,1
184,bigprod,random_offset,0,RULED_OUT_WRONG,1,0
